Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs
3,1,"10 Onslow Road Mount Eden, Auckland",161,1380000,-36.8740206,174.7504789,7005168,36,33,18,27,21,24,Mount Eden
4,2,"32 Tramway Road Beach Haven, Auckland",956,880000,-36.7949259,174.6910567,7002449,33,24,15,21,15,15,Beach Haven
4,1,"16 Raleigh Street Mount Eden, Auckland",607,1575000,-36.8758066,174.746527,7005171,48,39,12,30,24,9,Mount Eden
5,3,"43 Great South Road Papatoetoe, Auckland",809,1250000,-36.9657829,174.8567632,7008516,48,51,24,30,15,15,Papatoetoe
3,1,"97f Settlement Road Papakura, Auckland",405,600000,-37.0672518,174.961045,7010248,24,6,9,12,9,12,Papakura
4,2,"6 Riki Road Point England, Auckland",812,1425000,-36.8842695,174.8693812,7006661,36,18,15,9,9,18,Point England
3,1,"24 Fleming Street Manurewa, Auckland",1196,600000,-37.0241544,174.9052145,7009887,51,27,18,12,12,15,Manurewa East
3,1,"Mount Wellington  Auckland City  1060 Mount Wellington, Auckland",1014,5600000,-36.9084854,174.8387404,7008323,30,39,30,21,27,15,Mount Wellington
4,2,"12 John Fair Drive Wainui, Auckland",602,455000,-36.6009453,174.5919841,7001358,54,30,18,30,48,48,Wainui
4,3,"85 Carlton Street Hillsborough, Auckland",437,1225000,-36.9237381,174.7621104,7007776,51,30,42,33,36,30,Hillsborough
3,1,"18 Quona Avenue Mount Roskill, Auckland",567,890000,-36.9291518,174.7380482,7007683,45,48,33,27,21,33,Mount Roskill
4,2,"17a Banks Road Mount Wellington, Auckland",500,1230000,-36.8989042,174.837354,7006376,30,24,12,21,15,9,Mount Wellington
3,1,"21 Elm Street Avondale, Auckland",132,860000,-36.8949685,174.6938669,7004404,6,3,15,12,12,147,Avondale
2,1,"2/108 Asquith Avenue Mount Albert, Auckland",70,710000,-36.8751629,174.724321,7004759,60,42,57,33,27,18,Mount Albert
3,1,"225 Glengarry Road Glen Eden, Auckland",365,580000,-36.9161923,174.6277092,7007141,69,39,24,18,15,12,Glen Eden
4,2,"74 Waimahia Avenue Weymouth, Auckland",597,870000,-37.0428312,174.8714538,7009516,105,51,36,39,33,36,Weymouth
3,1,"25 Gills Road Bucklands Beach, Auckland",627,960000,-36.890286,174.9173753,7006893,51,30,27,12,36,36,Bucklands Beach
6,4,"34d Kiteroa Terrace Rothesay Bay, Auckland",451,1300000,-36.72428,174.74374,7002079,30,21,18,12,12,12,Rothesay Bay
3,1,"2/7 Volta Place Clendon Park, Auckland",80,390000,-37.0297799,174.8615585,7009492,147,54,39,33,45,18,Clendon Park
4,1,"26 Templeton Place Clendon Park, Auckland",610,465000,-37.0305175,174.861123,7009492,147,54,39,33,45,18,Clendon Park
4,2,"29 Papango Street Stonefields, Auckland",280,1500000,-36.8890341,174.843808,7006358,54,24,27,33,21,39,Stonefields
3,2,"72 O'brien Road Omiha, Auckland",809,600000,-36.8178737,175.0565507,7003372,27,3,3,24,21,42,Omiha
3,1,"82 Wharf Road Te Atatu Peninsula, Auckland",819,920000,-36.8312707,174.651131,7004062,57,21,36,33,15,24,Te Atatu Peninsula
3,1,"403 Blockhouse Bay Road Blockhouse Bay, Auckland",1012,1150000,-36.9151938,174.7018638,7007472,51,42,36,24,15,39,Blockhouse Bay
4,2,"289b Old North Road Kumeu, Auckland",325,1950000,-36.7664383,174.5644001,7002198,48,24,6,36,18,24,Kumeu
3,1,"297a Swanson Road Ranui, Auckland",499,650000,-36.860793,174.6091341,7003546,60,39,30,21,21,24,Ranui
3,1,"10a Ussher Place Pakuranga, Auckland",259,770000,-36.9094768,174.8889329,7008791,42,15,24,27,9,18,Pakuranga Heights
4,2,"52 Keri Vista Rise Papakura, Auckland",458,750000,-37.0584227,174.9739408,7010220,144,54,72,36,42,24,Papakura
4,2,"51 Bayside Drive Browns Bay, Auckland",350,1160000,-36.7268294,174.7370666,7002014,51,15,27,24,12,21,Browns Bay
4,3,"35 Kerswill Place Pakuranga, Auckland",639,1870000,-36.9079996,174.8603389,7006615,48,33,27,27,27,42,Pakuranga
3,1,"36 Yearsley Place Manurewa, Auckland",607,600000,-37.0227692,174.8682038,7009457,117,60,30,33,30,27,Manurewa
3,1,"1612 South Head Road Helensville, Auckland",6158,780000,-36.562416,174.3170782,7001254,30,9,9,18,12,33,South Head
4,3,"Lot 8/6 Clovelly Road (3 Tomonga Way) Bucklands Beach, Auckland",301,2000000,-36.8581213,174.901969,7006768,33,12,15,18,24,42,Bucklands Beach
2,2,"4337a Great North Road Glendene, Auckland",76,930000,-36.887498,174.6447738,7004164,51,24,36,27,39,69,Glendene
4,2,"34a The Parade Bucklands Beach, Auckland",400,1890000,-36.8660654,174.9027367,7006780,33,15,9,24,24,33,Bucklands Beach
2,2,"31 Kings Road Panmure, Auckland",125,840000,-36.9019039,174.8600165,7006610,30,15,21,18,9,39,Panmure
3,1,"8 Glennis Place Clendon Park, Auckland",618,510000,-37.02656,174.8655584,7009470,120,57,45,45,39,21,Clendon Park
5,3,"40 Eugenia Rise Totara Heights, Auckland",672,910000,-37.0028331,174.901131,7009755,63,63,45,33,45,63,Totara Heights
4,2,"49 Couldrey Crescent Red Beach, Auckland",466,960000,-36.609543,174.6974009,7001552,33,9,15,15,6,18,Red Beach
5,3,"65 Symes Drive Red Beach, Auckland",601,620000,-36.6080545,174.695604,7001552,33,9,15,15,6,18,Red Beach
4,3,"26 Pencaitland Drive Flat Bush, Auckland",224,940000,-36.967142,174.9149611,7009232,201,138,138,78,54,57,Flat Bush
4,3,"8 Ireland Street Freemans Bay, Auckland",244,1950000,-36.8501817,174.7492844,7005090,24,36,21,12,24,54,Freemans Bay
4,2,"1 Mcarthur Close Silverdale, Auckland",218,890000,-36.8536657,174.8648066,7006486,54,12,21,30,30,39,St Heliers
4,2,"33 Yattendon Road, Auckland",375 m²,2100000,-36.8520398,174.8632513,7006486,54,12,21,30,30,39,St Heliers
4,3,"2/48 Onslow Avenue Epsom, Auckland",228,1775000,-36.8962024,174.7694086,7005623,42,36,15,33,18,39,Epsom
5,2,"19 Heathridge Place Burswood, Auckland",704,1025000,-36.9246398,174.8991734,7008933,42,27,36,21,18,12,Burswood
3,3,"22 Walters Road Mount Eden, Auckland",536,850000,-36.8743144,174.7471131,7005169,9,27,36,15,6,6,Mount Eden
3,2,"30 Grassways Avenue Pakuranga, Auckland",371,950000,-36.9129704,174.8793489,7008686,33,24,33,21,21,18,Pakuranga
5,4,"82 Tautari Street Orakei, Auckland",887,3600000,-36.8590175,174.8210804,7006051,54,39,36,27,27,33,Orakei
4,2,"13 Seafort Lane Millwater, Auckland",666,1200000,-36.605053,174.6699028,7001416,96,18,60,48,30,39,Silverdale
4,2,"9 Bellwood Avenue Mount Eden, Auckland",397,1700000,-36.8767079,174.7488003,7005161,24,36,36,27,6,9,Mount Eden
4,1,"32 Wallace Road Mangere Bridge, Auckland",607,950000,-36.9469127,174.7759574,7007846,63,30,42,42,21,36,Mangere Bridge
4,3,"21 Korimako Avenue Mangere Bridge, Auckland",300,880000,-36.9589,174.7870691,7007938,138,63,66,45,24,30,Mangere Bridge
3,1,"43 Crawford Avenue Mangere Bridge, Auckland",550,1000000,-36.9441079,174.7903396,7007920,69,42,42,45,36,84,Mangere Bridge
2,1,"35 Waterlea Avenue Mangere Bridge, Auckland",680,960000,-36.9435627,174.7686467,7007842,72,21,36,33,21,54,Mangere Bridge
4,3,"151 Shore Road, Auckland",784 m²,2300000,-36.8660765,174.8041978,7005965,60,15,27,24,27,21,Remuera
3,1,"4 Heretaunga Avenue, Auckland",584 m²,1055000,-36.9189515,174.7944395,7007988,45,18,30,33,24,21,Onehunga
5,4,"4A Heretaunga Avenue, Auckland",888 m²,1680000,-36.9186243,174.7943984,7007988,45,18,30,33,24,21,Onehunga
4,3,"4 Tropicana Drive, Auckland",683 m²,880000,-36.9225447,174.7189454,7007566,48,48,42,33,33,45,Mount Roskill
6,5,"50 Valley Road, Auckland",424 m²,1455000,-36.8787694,174.7569337,7005411,48,18,12,24,21,27,Mount Eden
5,2,"86 Arney Road, Auckland",1025 m²,3800000,-36.8680346,174.7921862,7005844,39,15,9,24,15,27,Remuera
5,5,"126 Arney Road, Auckland",1449 m²,5000000,-36.8669362,174.7899962,7005844,39,15,9,24,15,27,Remuera
5,4,"293A Mt Eden Road, Auckland",480 m²,1240000,-36.8763247,174.7612334,7005400,33,75,42,24,33,36,Mount Eden
6,7,"293 Mt Eden Road, Auckland",507 m²,1875000,-36.8763247,174.7612334,7005400,33,75,42,24,33,36,Mount Eden
5,5,"293B Mount Eden Road, Auckland",506 m²,2525000,-36.8763247,174.7612334,7005400,33,75,42,24,33,36,Mount Eden
3,2,"5 Netherton Street, Auckland",825 m²,970000,-36.903199,174.7191311,7004664,33,21,27,21,18,30,New Windsor
4,1,"13 Geneva Place, Auckland",718 m²,1040000,-36.9158503,174.7039948,7007527,42,33,15,21,27,27,Blockhouse Bay
3,2,"4 Atanga Avenue, Auckland",531 m²,2125000,-36.8959452,174.760417,7005460,45,24,15,21,24,27,Mount Eden
3,1,"16 Dunedin Street, Auckland",306 m²,2525000,-36.8444472,174.7473303,7005080,24,12,18,21,18,69,Saint Marys Bay
4,3,"49A Southern Cross Road, Auckland",328 m²,1220000,-36.8596012,174.8434193,7006303,36,15,15,24,30,45,Kohimarama
3,2,"733 Mt Eden Road, Auckland",607 m²,1360000,-36.892654,174.7587442,7005442,27,51,30,18,18,18,Mount Eden
3,1,"27 Cowan Street, Auckland",218 m²,1525000,-36.8492467,174.741151,7004883,36,24,33,36,27,30,Ponsonby
3,2,"3 Westminster Road, Auckland",543 m²,1975000,-36.8879558,174.754656,7005192,51,24,9,30,21,30,Mount Eden
3,1,"56 Ardmore Road, Auckland",455 m²,2900000,-36.8492592,174.737546,7004906,81,18,24,45,30,18,Ponsonby
3,1,"50 Wolverton Street, Auckland",723 m²,950000,-36.9082849,174.6976546,7007454,72,66,45,33,24,51,Avondale
4,1,"24 Brabham Place, Auckland",1330 m²,1105000,-36.9074477,174.7006273,7007454,72,66,45,33,24,51,Avondale
3,1,"14 Eastview Road, Auckland",725 m²,1180000,-36.8720864,174.853628,7006436,33,21,18,12,15,0,Glen Innes
3,1,"31 Frost Road, Auckland",1568 m²,2450000,-36.9100148,174.7485246,7007699,57,42,33,21,27,27,Mount Roskill
3,1,"10 Maui Pomare Street, Auckland",615 m²,940000,-36.914629,174.7074968,7007518,36,42,15,27,36,39,Blockhouse Bay
4,3,"124 Terry Street, Auckland",558 m²,1290000,-36.9165093,174.7118018,7007524,30,18,18,15,18,24,Blockhouse Bay
3,1,"240A Rosebank Road, Auckland",378 m²,790000,-36.886776,174.683863,7004323,60,39,36,27,24,30,Avondale
4,3,"4 Evelyn Street, Auckland",304 m²,1280000,-36.9837092,174.8552113,7009397,42,63,30,21,15,33,Papatoetoe
3,1,"73 Church Street, Auckland",675 m²,1500000,-36.9233319,174.7836727,7007896,27,33,33,36,48,57,Onehunga
4,2,"lot 1/20 Cleland Crescent, Auckland",383 m²,980000,-36.9144781,174.7039619,7007519,21,27,18,18,18,24,Blockhouse Bay
4,2,"75 Alberton Avenue, Auckland",592 m²,1340000,-36.8845926,174.724023,7004786,57,15,12,36,21,15,Mount Albert
4,3,"4 Cove Lane, Auckland",701 m²,1650000,-36.9086949,174.8522534,7008443,21,15,6,12,42,78,Mount Wellington
4,2,"1 Oranga Avenue, Auckland",612 m²,1025000,-36.9113139,174.7959982,7007965,72,36,39,24,21,30,Onehunga
4,1,"6 Stanmore Road, Auckland",522 m²,1775000,-36.8621915,174.7308889,7004741,54,18,24,36,33,21,Grey Lynn
5,3,"99A Oakdale Road, Auckland",446 m²,1350000,-36.9249153,174.748714,7007724,51,57,30,33,24,33,Mount Roskill
5,2,"86 Terry Street, Auckland",625 m²,1085000,-36.9163791,174.7078997,7007528,39,21,24,18,9,27,Blockhouse Bay
3,1,"167 Mount Smart Road, Auckland",584 m²,810000,-36.9155132,174.7941574,7007981,27,12,21,21,18,24,Onehunga
4,2,"15 Eaton Road, Auckland",895 m²,1250000,-36.9221884,174.7512236,7007730,30,45,30,24,27,21,Hillsborough
3,2,"62A Olsen Avenue, Auckland",417 m²,1225000,-36.9184865,174.7521391,7007730,30,45,30,24,27,21,Hillsborough
5,3,"Lot 4 / 48 Tiverton Road, Auckland",184 m²,850000,-36.9052102,174.7061706,7004537,36,45,39,18,15,24,Avondale
5,3,"Lot1/39 Bentleigh Avenue, Auckland",478 m²,1245000,-36.9045255,174.705919,7004537,36,45,39,18,15,24,New Windsor
4,3,"Lot3/39 Bentleigh Avenue, Auckland",344 m²,1245000,-36.9045255,174.705919,7004537,36,45,39,18,15,24,New Windsor
3,1,"6 Parawai Crescent, Auckland",496 m²,1400000,-36.8536208,174.7326333,7004711,63,33,42,33,30,48,Ponsonby
3,1,"37 O'Donnell Avenue, Auckland",763 m²,1230000,-36.8984022,174.7287065,7004823,51,36,9,21,9,9,Wesley
4,2,"4 Stephen Lysnar Place, Auckland",658 m²,910000,-36.9212074,174.7638353,7007773,33,21,15,24,9,24,Hillsborough
5,4,"14 Taranaki Road, Auckland",483 m²,2475000,-36.8514061,174.8413399,7006284,12,6,18,18,15,33,Kohimarama
4,3,"211B St Andrews Road, Auckland",708 m²,1675000,-36.9024169,174.7618185,7005472,36,21,18,18,21,24,Epsom
4,2,"8B Queensway, Auckland",809 m²,1750000,-36.9042206,174.7612986,7005472,36,21,18,18,21,24,Three Kings
4,3,"26 Margate Road, Auckland",365 m²,780000,-36.9113854,174.7047198,7007511,60,33,27,21,24,21,Blockhouse Bay
5,3,"3 Carnarvon Avenue, Auckland",540 m²,2100000,-36.8576438,174.8696614,7006631,75,9,9,42,30,21,Glendowie
5,5,"203B St Heliers Bay Road, Auckland",402 m²,2350000,-36.8619224,174.85722,7006421,42,3,9,24,6,42,St Heliers
2,1,"39 Albert Street, Auckland",696 m²,680000,-36.8462198,174.7642776,7005269,18,36,39,18,12,15,Auckland Central
3,1,"33 Commodore Drive, Auckland",688 m²,1000000,-36.9262521,174.7185203,7007576,45,21,21,21,15,33,Lynfield
3,1,"44 Methuen Road, Auckland",498 m²,985000,-36.8991706,174.7051812,7004520,51,39,57,27,21,33,New Windsor
3,1,"64 Marine Parade, Auckland",2168 m²,1940000,-36.8481896,174.7268372,7004704,66,15,12,42,45,39,Herne Bay
3,2,"240 Remuera Road, Auckland",617 m²,3050000,-36.8790253,174.7913599,7005841,45,24,6,24,30,39,Remuera
3,2,"10 Skippy Patuwai Lane, Auckland",268 m²,740000,-36.871324,174.856745,7006537,75,54,45,21,18,33,Glen Innes
3,3,"83 St Heliers Bay Road, Auckland",1173 m²,3300000,-36.8544409,174.8592867,7006491,57,15,3,39,24,36,St Heliers
5,3,"37B Meliora Place, Auckland",500 m²,1275000,-36.8884324,174.679423,7004325,45,54,30,39,33,60,Avondale
3,2,"26 Crossfield Road, Auckland",1219 m²,2000000,-36.8619669,174.8695533,7006638,33,27,9,18,18,27,Glendowie
3,1,"18 Peary Road, Auckland",658 m²,1475000,-36.8955756,174.7558628,7005222,33,33,36,24,18,27,Mount Eden
4,2,"26 Arran Street, Auckland",674 m²,840000,-36.9058288,174.6953574,7004427,63,42,30,27,24,18,Avondale
3,1,"40 Findlay Street, Auckland",961 m²,1820000,-36.8998764,174.8121941,7006033,18,15,18,15,9,18,Ellerslie
5,4,"24A Fontenoy Street, Auckland",466 m²,1650000,-36.8763067,174.713555,7004598,42,30,39,21,18,30,Mount Albert
5,4,"241 Whitney Street, Auckland",498 m²,1500000,-36.920822,174.7086401,7007534,33,21,24,12,21,27,Blockhouse Bay
4,4,"39E St Stephens Avenue, Auckland",475 m²,4300000,-36.8577078,174.7866719,7005663,18,9,27,9,15,30,Parnell
3,2,"50 Hackett Street, Auckland",258 m²,2200000,-36.8418233,174.7436499,7004861,12,27,15,9,24,12,Saint Marys Bay
4,2,"76 Long Drive, Auckland",388 m²,1950000,-36.8569239,174.8530156,7006414,36,12,9,15,27,27,St Heliers
5,3,"18C Tawera Road, Auckland",379 m²,2650000,-36.8901584,174.7909286,7005874,54,18,24,30,21,30,Greenlane
3,1,"55 Mt Smart Road, Auckland",675 m²,1100000,-36.9134149,174.7815573,7007873,54,54,57,30,27,36,Onehunga
4,2,"Lot 1-6/153 Penrose Road, Auckland",1133 m²,1280000,-36.9081328,174.8258697,7008240,24,12,15,12,15,21,Mount Wellington
6,2,"47 Bell Road, Auckland",1190 m²,800000,-36.8721492,174.7931936,7005833,51,15,12,36,30,21,Remuera
4,2,"21 Atherton Road, Auckland",921 m²,2400000,-36.895953,174.7663558,7005452,45,27,15,27,21,39,Epsom
4,2,"5A May Road, Auckland",400 m²,1125000,-36.9035745,174.7391566,7005058,54,27,30,21,24,15,Wesley
3,1,"46 Lingarth Street, Auckland",936 m²,2725000,-36.8705393,174.8031034,7005973,60,24,30,27,30,27,Remuera
5,3,"16 Torrance Street, Auckland",926 m²,2150000,-36.9060592,174.7692548,7005634,39,24,18,30,33,45,Epsom
4,2,"61C Castledine Crescent, Auckland",479 m²,1220000,-36.8691966,174.8547967,7006433,90,63,48,21,24,21,Glen Innes
4,2,"40 Robert Street, Auckland",525 m²,1575000,-36.8937599,174.8091807,7006016,30,48,60,36,33,30,Ellerslie
4,2,"31A Waimarie Street, Auckland",469 m²,2500000,-36.8507913,174.8667629,7006481,48,18,12,24,45,45,St Heliers
5,3,"44B Bay Road, Auckland",498 m²,2650000,-36.8515996,174.8675866,7006481,48,18,12,24,45,45,St Heliers
2,1,"63 Calgary Street, Auckland",531 m²,1220000,-36.8933679,174.7424117,7005002,42,48,36,30,21,30,Mount Eden
5,4,"1158C New North Road, Auckland",329 m²,940000,-36.8931322,174.7081546,7004507,36,54,42,15,18,15,Mount Albert
3,1,"20A Subritzky Avenue, Auckland",364 m²,1000000,-36.9142882,174.7238636,7007599,39,54,36,21,21,33,Mount Roskill
4,3,"2 Spencer Street, Auckland",319 m²,2675000,-36.872813,174.7962419,7005834,36,21,12,21,15,30,Remuera
5,3,"29A Walsall Street, Auckland",585 m²,1525000,-36.8934492,174.6987636,7004403,45,24,36,30,18,33,Avondale
4,3,"25A Maroa Road, Auckland",306 m²,1025000,-36.9063092,174.8009368,7006024,48,36,27,24,12,9,One Tree Hill
4,2,"47 Bluegrey Avenue, Auckland",200 m²,1425000,-36.886961,174.8399131,7006348,51,15,33,33,21,33,Stonefields
4,2,"171 Balmoral Road, Auckland",573 m²,1220000,-36.8873627,174.7500048,7005189,39,27,12,27,12,9,Mount Eden
3,2,"Lot 2, Auckland",201 m²,360000,-36.845533,174.758984,7005264,0,0,0,0,0,0,Auckland Central
2,1,"17 Beatrix Street, Auckland",1108 m²,1600000,-36.888758,174.6954627,7004388,48,27,33,27,18,18,Avondale
4,3,"243D St Johns Road, Auckland",300 m²,1450000,-36.8725166,174.8439794,7006323,36,30,45,24,15,27,Saint Johns
4,2,"71 Tiverton Road, Auckland",1075 m²,1130000,-36.9063931,174.7067597,7007502,18,24,24,9,9,15,Avondale
3,1,"67A Aranui Road, Auckland",475 m²,750000,-36.9155715,174.8310583,7008250,51,48,36,18,12,21,Mount Wellington
4,3,"423C Blockhouse Bay Road, Auckland",303 m²,1000000,-36.917081,174.7014397,7007515,39,24,30,21,21,21,Blockhouse Bay
5,4,"100 Market Road, Auckland",651 m²,3350000,-36.8851805,174.7818065,7005738,21,18,12,9,12,24,Epsom
5,4,"60 St Leonards Road, Auckland",751 m²,770000,-36.8989069,174.6600901,7004241,87,42,30,27,24,15,Kelston
5,3,"3A Milliken Avenue, Auckland",390 m²,845000,-36.9069713,174.7445629,7007697,39,48,15,21,18,27,Mount Roskill
4,3,"58 Buckley Road, Auckland",221 m²,930000,-36.90843,174.7641962,7007749,36,21,15,21,24,27,Epsom
5,4,"194 Riddell Road, Auckland",854 m²,3125000,-36.8620859,174.8790697,7006672,60,18,12,33,21,27,Glendowie
5,3,"4C Rosedale Avenue, Auckland",220 m²,1240000,-36.8971339,174.7461594,7005229,42,51,51,12,30,27,Mount Eden
4,2,"15 Belfast Street, Auckland",980 m²,980000,-36.9227584,174.7565188,7007735,36,33,27,21,21,24,Hillsborough
2,1,"9 Victoria Street, Auckland",306 m²,780000,-36.8492709,174.7658971,7005287,45,147,60,12,6,6,Auckland Central
3,3,"26 St Georges Bay Road, Auckland",607 m²,2900000,-36.8561916,174.7826401,7005688,42,69,42,33,42,60,Parnell
4,3,"30 Pukehana Avenue, Auckland",814 m²,2425000,-36.9006191,174.7687509,7005629,54,27,18,27,33,30,Epsom
4,1,"47 St Georges Road, Auckland",941 m²,910000,-36.9015478,174.696465,7004416,57,45,45,27,33,21,Avondale
4,3,"2 Karakia Lane, Auckland",177 m²,970000,-36.9174364,174.7529711,7007726,51,36,51,24,15,39,Hillsborough
3,1,"36 Haverstock Road, Auckland",723 m²,1140000,-36.8918396,174.7327926,7004805,27,27,27,15,18,9,Sandringham
4,2,"11 Robson Street, Auckland",855 m²,1225000,-36.9185946,174.7302842,7007608,42,33,30,24,18,30,Mount Roskill
5,2,"121 Melrose Road, Auckland",1459 m²,2025000,-36.9167656,174.7493226,7007715,45,45,36,21,30,30,Mount Roskill
3,2,"90B Ireland Road, Auckland",328 m²,1080000,-36.9029523,174.8461357,7006469,12,15,27,27,12,21,Mount Wellington
3,1,"15 Rangitoto Avenue, Auckland",1004 m²,2475000,-36.8773288,174.8057988,7005988,42,12,9,21,24,27,Remuera
4,2,"47 Ngaroma Road, Auckland",1171 m²,2625000,-36.9000679,174.776469,7005611,15,18,3,6,30,30,Epsom
4,3,"16 Kissling Place, Auckland",691 m²,1800000,-36.8752869,174.8411526,7006334,36,27,24,21,24,48,Saint Johns
4,3,"65a Selwyn Avenue, Auckland",584 m²,1200000,-36.8513183,174.8356944,7006276,21,21,12,18,15,30,Mission Bay
7,3,"1,2 & 3/466 Parnell Road, Auckland",729 m²,2000000,-36.861328,174.782615,7005669,36,33,33,33,12,42,Parnell
5,4,"4 Kelvin Road, Auckland",650 m²,2675000,-36.879031,174.8175216,7006078,57,24,21,36,30,54,Remuera
5,3,"268B Whitney Street, Auckland",506 m²,860000,-36.9197322,174.7091342,7007532,51,42,36,36,24,36,Blockhouse Bay
4,1,"181 Taylor Street, Auckland",415 m²,1200000,-36.9195964,174.6996862,7007484,42,42,33,18,18,51,Blockhouse Bay
5,4,"21A Mt Taylor Drive, Auckland",374 m²,1650000,-36.8660323,174.8612577,7006526,48,24,21,30,27,24,Glendowie
4,2,"11 Glenalmond Road, Auckland",636 m²,1950000,-36.893461,174.7605983,7005445,30,15,9,21,21,9,Mount Eden
3,1,"27 Cotswold Lane, Auckland",1204 m²,1100000,-36.9115203,174.8248397,7008243,42,36,36,21,15,15,Mount Wellington
3,1,"18 Marlowe Road, Auckland",607 m²,840000,-36.9175687,174.6955736,7007476,27,21,27,6,9,45,Blockhouse Bay
2,1,"91 Kurahaupo Street, Auckland",938 m²,1925000,-36.8548799,174.8255103,7006158,15,12,24,9,15,27,Orakei
5,3,"110 Paritai Drive, Auckland",1262 m²,4650000,-36.8539847,174.8084146,7005960,18,33,18,12,27,33,Orakei
5,4,"Lot 1/37 Littlejohn Street, Auckland",413 m²,1375000,-36.9179677,174.7551296,7007727,69,54,39,33,30,18,Hillsborough
3,1,"341 Panama Road, Auckland",3361 m²,1650000,-36.9277462,174.8519919,7008449,78,54,42,30,24,15,Mount Wellington
3,1,"58 Lynbrooke Avenue, Auckland",814 m²,1230000,-36.9251294,174.7103557,7007540,60,27,24,24,33,33,Blockhouse Bay
4,2,"28 Grampian Road, Auckland",1100 m²,2550000,-36.8644882,174.8499098,7006418,39,9,12,24,24,33,St Heliers
5,3,"101 Taumata Road, Auckland",524 m²,1875000,-36.8920958,174.7269886,7004801,36,48,27,21,18,24,Sandringham
4,2,"3 Rawene Avenue, Auckland",721 m²,3400000,-36.8529937,174.7175488,7004566,30,18,6,18,15,30,Westmere
3,1,"8 Burnett Avenue, Auckland",494 m²,770000,-36.9168981,174.7370148,7007663,42,39,9,24,18,12,Mount Roskill
5,3,"41A Nihill Crescent, Auckland",1006 m²,2475000,-36.8531218,174.8322103,7006172,39,12,27,27,27,48,Mission Bay
3,1,"1590A Great North Road, Auckland",1867 m²,2075000,-36.8847048,174.7022144,7004495,18,39,27,15,3,12,Waterview
4,3,"114A Clonbern Road, Auckland",397 m²,1160000,-36.8876414,174.7966714,7005868,54,30,15,18,24,27,Remuera
3,2,"591A Blockhouse Bay Road, Auckland",908 m²,1150000,-36.9265598,174.7008665,7007494,33,24,18,21,27,57,Blockhouse Bay
4,3,"18a Campbell Road, Auckland",277 m²,1850000,-36.9106508,174.7778042,7007803,45,27,51,30,9,30,Royal Oak
5,3,"62A Maioro Street, Auckland",308 m²,1250000,-36.9059437,174.7174915,7004668,39,51,21,15,33,27,New Windsor
5,3,"9 Waitara Road, Auckland",888 m²,3500000,-36.8476216,174.869938,7006620,78,15,18,33,39,39,St Heliers
5,3,"13B Waitara Road, Auckland",664 m²,3900000,-36.847171,174.8701092,7006620,78,15,18,33,39,39,St Heliers
5,3,"5 Waitara Road, Auckland",889 m²,4100000,-36.8479192,174.8701244,7006620,78,15,18,33,39,39,St Heliers
4,2,"498A Remuera Road, Auckland",677 m²,3450000,-36.8808042,174.8040785,7005992,42,27,12,21,30,33,Remuera
3,1,"5 Parry Road, Auckland",670 m²,830000,-36.9339956,174.8450852,7008345,57,36,30,24,21,15,Mount Wellington
4,2,"82 Gowing Drive, Auckland",837 m²,1850000,-36.8673214,174.8324686,7006199,36,24,24,21,27,12,Meadowbank
6,4,"43 Arney Road, Auckland",3062 m²,12250000,-36.8725139,174.788572,7005696,60,12,15,27,24,33,Remuera
4,2,"55A Arney Road, Auckland",652 m²,3450000,-36.872449,174.789432,7005696,60,12,15,27,24,33,Remuera
3,2,"Lot 1  6/22 Ngaio Street, Auckland",971 m²,2425000,-36.9513274,174.8484951,7008497,42,27,33,15,24,21,Otahuhu
4,2,"167B Blockhouse Bay Road, Auckland",344 m²,1000000,-36.8984767,174.7009007,7004411,36,27,21,24,15,18,Avondale
3,1,"133 Mt Smart Road, Auckland",581 m²,990000,-36.9153146,174.7900799,7007881,45,24,30,18,24,12,Onehunga
4,2,"67 Balmoral Road, Auckland",1743 m²,2375000,-36.8887978,174.7583858,7005430,60,51,30,39,18,18,Mount Eden
4,2,"42B Marion Avenue, Auckland",350 m²,1150000,-36.9108802,174.7274244,7007594,51,60,39,18,30,21,Mount Roskill
5,2,"23 Stoddard Road, Auckland",340 m²,760000,-36.9071565,174.7342241,7004840,42,33,33,21,27,60,Wesley
5,3,"246 Victoria Avenue, Auckland",1080 m²,3750000,-36.8670837,174.7988069,7005826,33,18,9,15,30,42,Remuera
5,2,"23 Wapiti Avenue, Auckland",620 m²,2250000,-36.8875514,174.7824492,7005743,51,24,12,21,27,33,Epsom
5,6,"57 Portland Road, Auckland",3565 m²,12500000,-36.8755519,174.7954021,7005840,42,9,6,27,30,36,Remuera
5,3,"11 Athenic Avenue, Auckland",736 m²,1175000,-36.9304223,174.7190441,7007584,30,36,27,21,30,24,Lynfield
6,2,"24 & 24A Hutton Street, Auckland",2053 m²,1453000,-36.939243,174.847542,7008478,39,15,27,21,12,21,Otahuhu
6,1,"410 Mount Eden Road, Auckland",640 m²,2925000,-36.8805028,174.7621859,7005403,36,63,12,27,21,27,Mount Eden
3,1,"12 Stratford Street, Auckland",506 m²,2175000,-36.8538637,174.7851834,7005660,42,48,21,39,21,39,Parnell
4,3,"126B Paritai Drive, Auckland",578 m²,4000000,-36.8544972,174.8100437,7005961,15,15,18,9,15,27,Orakei
